"t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
356,362,0.661833561083526,0.00610043149703364,0.649930282790505,0.651831313642841,0.671899743993606,0.661814817661583,0.671899743993606,0.671899743993606,0.673843356585371
357,363,0.678846992461492,0.00646784992974407,0.666228707218933,0.668243475059873,0.689520577483624,0.678826451329183,0.689520577483624,0.689520577483624,0.691582011133281
358,364,0.708590159107304,0.00690003403702411,0.695130092580711,0.697278940004886,0.719977775270924,0.708567762426815,0.719977775270924,0.719977775270924,0.722177503972002
359,365,0.706124724881931,0.00716887129434458,0.692143056961658,0.694374502941057,0.717957700872851,0.70610046457781,0.717957700872851,0.717957700872851,0.720244261932854
360,366,0.698397943295474,0.00739552854607555,0.683977290367334,0.686278066030861,0.710606864502552,0.69837183903808,0.710606864502552,0.710606864502552,0.712966944358202
361,367,0.672231005866182,0.0075134235503915,0.657584665475423,0.659920449524784,0.684637045151341,0.672203013943248,0.684637045151341,0.684637045151341,0.687036421798405
362,368,0.676444706455183,0.00780778817637873,0.661227258809928,0.663653476315531,0.689338405511259,0.676414666515325,0.689338405511259,0.689338405511259,0.691832868317109
363,369,0.683479350866828,0.00814705722931753,0.667603590833823,0.670134070933171,0.696935049932518,0.683446980231432,0.696935049932518,0.696935049932518,0.699539070224383
364,370,0.7222338324016,0.00870540426638302,0.705271154862508,0.707974618593794,0.736612353828005,0.722198856004971,0.736612353828005,0.736612353828005,0.739395277557089
365,371,0.740970580821828,0.00916105932161428,0.723122752078388,0.725966645410738,0.756103299181889,0.740932826624919,0.756103299181889,0.756103299181889,0.759032963142347
366,372,0.734216453901718,0.0094464731612507,0.715817090167066,0.718747791086913,0.74982330872205,0.73417594133475,0.74982330872205,0.74982330872205,0.752846046736137
367,373,0.73986368314496,0.00979029166203287,0.720798061591891,0.723834073476799,0.756040594244747,0.739820500047687,0.756040594244747,0.756040594244747,0.759174710140146
368,374,0.77583207605382,0.0103370794804078,0.75570253766049,0.758907754093328,0.792912999306315,0.775786166596825,0.792912999306315,0.792912999306315,0.796222513524739
369,375,0.814501006288831,0.0109144791673216,0.793247882460632,0.796631818178753,0.832536490367218,0.814452254727289,0.832536490367218,0.832536490367218,0.836031180597298
370,376,0.855031169229853,0.0114948050906815,0.832648486977514,0.836212158415988,0.874025886840758,0.854979658776746,0.874025886840758,0.874025886840758,0.877706580476089
371,377,0.890824877312325,0.0120075146199001,0.867444251378475,0.871166714817879,0.910667066649274,0.890770927743191,0.910667066649274,0.910667066649274,0.914512093500214
372,378,0.949939505158872,0.0126266381119783,0.925351095112612,0.929266386441259,0.970803453985613,0.94988356113303,0.970803453985613,0.970803453985613,0.974845839786483
373,379,0.91745762172038,0.0125749938059235,0.892974739447734,0.896872047676197,0.938239168955817,0.91740016994461,0.938239168955817,0.938239168955817,0.942266996927728
374,380,0.897466683897124,0.0125424782045955,0.873050320334189,0.87693627563401,0.918196395840216,0.897408255752865,0.918196395840216,0.918196395840216,0.922215088972031
375,381,0.844905018421717,0.0122617521825723,0.821041412828543,0.824837903402824,0.865174465062631,0.844845702606465,0.865174465062631,0.865174465062631,0.869105710010346
376,382,0.781580392444891,0.0119120656373195,0.75840560304139,0.762090544519312,0.801276667405446,0.781519876019579,0.801276667405446,0.801276667405446,0.805099090699546
377,383,0.778685131673946,0.0120672003097877,0.755211470429106,0.758943235263367,0.798639654418562,0.778622797856384,0.798639654418562,0.798639654418562,0.802513029794861
378,384,0.790806613417328,0.0124186636106853,0.766651717231912,0.770491200733714,0.811343766677499,0.790741607658543,0.811343766677499,0.811343766677499,0.815330930824495
379,385,0.735910396746087,0.012278824004839,0.712038975637463,0.715830671828823,0.756223066775599,0.735842106262161,0.756223066775599,0.756223066775599,0.76016990568475
380,386,0.780877908883719,0.012973255452945,0.755655550308114,0.759662037287616,0.802338844667468,0.780806065555424,0.802338844667468,0.802338844667468,0.806508545752549
381,387,0.792502063333105,0.013432238361578,0.766391652602605,0.770538183344621,0.814724801065403,0.79242617627281,0.814724801065403,0.814724801065403,0.819043732411174
382,388,0.834460664423622,0.014161720249036,0.806932538213688,0.811304142495614,0.857890455698359,0.834380552440082,0.857890455698359,0.857890455698359,0.862444058780492
383,389,0.849431686203887,0.0146431976055457,0.820971380587108,0.82549013195415,0.873660257664263,0.849347543883363,0.873660257664263,0.873660257664263,0.878370163901985
384,390,0.861595429667712,0.0150578875316692,0.83233255333417,0.836977920633565,0.886512157633626,0.861507710279289,0.886512157633626,0.886512157633626,0.891356806136418
385,391,0.890339254255781,0.0155792817387198,0.860063439601514,0.864869531433615,0.916118935670441,0.890248386415623,0.916118935670441,0.916118935670441,0.921131461363156
386,392,0.932524476819732,0.016193956897819,0.901052096547825,0.906048621152367,0.959320082201748,0.932430738599978,0.959320082201748,0.959320082201748,0.964529561643542
387,393,0.928785110661832,0.0163727724020778,0.896969304216725,0.902019377834346,0.95587900937836,0.928688905150624,0.95587900937836,0.95587900937836,0.96114764295604
388,394,0.928267663978462,0.01652360196959,0.896161477253604,0.901256997742138,0.955612756431667,0.928169623185035,0.955612756431667,0.955612756431667,0.960931006226139
389,395,0.918552409989416,0.0165619235419702,0.886375393520807,0.891481292738583,0.945963059860223,0.918452872200953,0.945963059860223,0.945963059860223,0.951295089187339
390,396,0.898172796461832,0.0165003847642686,0.866120697208591,0.871205501779534,0.925484751910464,0.898071755306357,0.925484751910464,0.925484751910464,0.930799101830177
391,397,0.887147868821719,0.0165367674368427,0.85502934227251,0.860123676496109,0.914522545467526,0.887045120431663,0.914522545467526,0.914522545467526,0.919850303444573
392,398,0.924388266790247,0.0170511875499245,0.891267446662921,0.896521506050935,0.952612644711995,0.924283427318094,0.952612644711995,0.952612644711995,0.958104878440678
393,399,0.931130396941506,0.017308572085114,0.897511981708137,0.902844416222513,0.959782204354513,0.931023150762266,0.959782204354513,0.959782204354513,0.965358280716543
394,400,0.963689466906503,0.0177852136468495,0.929143008703582,0.934623183576055,0.993128952777626,0.963580058412668,0.993128952777626,0.993128952777626,0.998857681892031
395,401,1.03515334935378,0.0185769276382322,0.999060026116902,1.0047877260672,1.0658980318505,1.03504222390117,1.0658980318505,1.0658980318505,1.07187818681455
396,402,1.06516970775293,0.0189335455980786,1.02838042269524,1.03421929866833,1.09650277343218,1.06505752768321,1.09650277343218,1.09650277343218,1.1025965003615
397,403,1.04229586097384,0.0187171676365608,1.00593027030216,1.01170112770884,1.0732727612566,1.04218382443287,1.0732727612566,1.0732727612566,1.07929814348514
398,404,0.974579577863182,0.0180076740364243,0.939601385262806,0.945149957161119,1.00438752043421,0.974468668581539,1.00438752043421,1.00438752043421,1.01018805605647
399,405,0.91550440174297,0.0173666544607049,0.881779477823726,0.887127309185104,0.944256066006563,0.915394591874071,0.944256066006563,0.944256066006563,0.94985336326461
400,406,1.07483510722354,0.0188133774282404,1.03827444671226,1.0440781947693,1.10596643708185,1.07472534255943,1.10596643708185,1.10596643708185,1.11201954886498
401,407,1.09998131386521,0.0191192701927851,1.06282397773726,1.0687229723119,1.13161750743865,1.09987054230241,1.13161750743865,1.13161750743865,1.13776815325738
402,408,1.10151110227846,0.0191170042616665,1.06435769257786,1.07025617721326,1.13314326518511,1.10140051076852,1.13314326518511,1.13314326518511,1.13929299202888
403,409,1.13150620083999,0.0192195253981944,1.09414677675795,1.10007957646482,1.16330401253684,1.13139738310071,1.16330401253684,1.16330401253684,1.16948402491686
404,410,1.20980294880081,0.0196592518416956,1.1715749895934,1.17764899192347,1.24232013814658,1.20969646310273,1.24232013814658,1.24232013814658,1.24863605544036
405,411,1.29504446402451,0.020078812047063,1.25598639743339,1.26219568549017,1.32824720504242,1.29494069591438,1.32824720504242,1.32824720504242,1.33469223444737
406,412,1.28249832278484,0.0196219056814472,1.24432522441432,1.25039473302043,1.31494325601554,1.28239825407923,1.31494325601554,1.31494325601554,1.32124010168502
407,413,1.08724169352069,0.017623481476455,1.05297166427096,1.05841695713057,1.11639123488667,1.08714647327514,1.11639123488667,1.11639123488667,1.12205284978632
408,414,1.03822537164779,0.0167827222296776,1.00558954252031,1.01077534047337,1.06598386261947,1.03813494317521,1.06598386261947,1.06598386261947,1.07137509663989
409,415,0.978696322201424,0.0160334333585535,0.947520890989609,0.952473843198422,1.00521745657762,0.978608768009687,1.00521745657762,1.00521745657762,1.01036931498595
410,416,0.930100666767349,0.0155340742155851,0.899900912467755,0.904697733135745,0.955798589367066,0.930014187428358,0.955798589367066,0.955798589367066,0.960791874295156
411,417,0.943531108308608,0.0156539349413616,0.913096681959756,0.9179311695153,0.969426341964364,0.943444539291591,0.969426341964364,0.969426341964364,0.974457497539634
412,418,0.920826259953196,0.0155470467174987,0.890603986533157,0.89540374226213,0.946547235453222,0.920738763687215,0.946547235453222,0.946547235453222,0.951545765654911
413,419,0.92018893233589,0.0156504675232994,0.889767467312209,0.894598417938,0.946082097907362,0.920100206739808,0.946082097907362,0.946082097907362,0.951114615770981
414,420,0.93903094537365,0.0159340990620579,0.908057560238665,0.912976297705917,0.965393018541979,0.938940820129274,0.965393018541979,0.965393018541979,0.970516502985572
415,421,0.934466885371113,0.0160283321513788,0.903313132102667,0.908259846176968,0.960986516214484,0.934375245615124,0.960986516214484,0.960986516214484,0.966141417888664
